* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Mar 10, 2023 12:35:09 PM
* REW Settings:
*  C-weighting compensation: On
*  Target level: 75.0 dB
* Note: 
* Measurement: Mar 10
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1437.378047 70.089 -155.0197
1437.744258 70.092 -155.0141
1438.110469 70.094 -155.0085
1438.476680 70.097 -155.0030
1438.842891 70.100 -154.9974
1439.209102 70.103 -154.9919
1439.575313 70.105 -154.9864
1439.941524 70.108 -154.9808
1440.307735 70.111 -154.9753
1440.673946 70.114 -154.9698
1441.040157 70.116 -154.9643
1441.406368 70.119 -154.9587
1441.772579 70.122 -154.9532
1442.138790 70.125 -154.9478
1442.505000 70.127 -154.9423
1442.871211 70.130 -154.9368
1443.237422 70.133 -154.9313
1443.603633 70.136 -154.9258
1443.969844 70.138 -154.9203
1444.336055 70.141 -154.9149
1444.702266 70.144 -154.9094
1445.068477 70.147 -154.9039
1445.434688 70.149 -154.8984
1445.800899 70.152 -154.8930
1446.167110 70.155 -154.8876
1446.533321 70.157 -154.8821
1446.899532 70.160 -154.8766
1447.265743 70.163 -154.8712
1447.631954 70.166 -154.8658
1447.998165 70.168 -154.8604
1448.364376 70.171 -154.8550
1448.730587 70.174 -154.8495
1449.096798 70.177 -154.8442
1449.463009 70.179 -154.8387
1449.829220 70.182 -154.8334
1450.195431 70.185 -154.8279
1450.561642 70.188 -154.8226
1450.927853 70.190 -154.8172
1451.294064 70.193 -154.8118
1451.660275 70.196 -154.8065
1452.026486 70.199 -154.8011
1452.392697 70.201 -154.7957
1452.758908 70.204 -154.7904
1453.125119 70.207 -154.7850
1453.491329 70.209 -154.7797
1453.857540 70.212 -154.7744
1454.223751 70.215 -154.7690
1454.589962 70.218 -154.7637
1454.956173 70.220 -154.7584
1455.322384 70.223 -154.7531
1455.688595 70.226 -154.7477
1456.054806 70.229 -154.7424
1456.421017 70.231 -154.7371
1456.787228 70.234 -154.7318
1457.153439 70.237 -154.7266
1457.519650 70.240 -154.7213
1457.885861 70.242 -154.7159
1458.252072 70.245 -154.7107
1458.618283 70.248 -154.7054
1458.984494 70.250 -154.7001
1459.350705 70.253 -154.6949
1459.716916 70.256 -154.6896
1460.083127 70.259 -154.6844
1460.449338 70.261 -154.6791
1460.815549 70.264 -154.6739
1461.181760 70.267 -154.6687
1461.547971 70.270 -154.6635
1461.914182 70.272 -154.6582
1462.280393 70.275 -154.6530
1462.646604 70.278 -154.6478
1463.012815 70.280 -154.6426
1463.379026 70.283 -154.6374
1463.745237 70.286 -154.6322
1464.111448 70.289 -154.6270
1464.477659 70.291 -154.6218
1464.843869 70.294 -154.6166
1465.210080 70.297 -154.6115
1465.576291 70.300 -154.6063
1465.942502 70.302 -154.6011
1466.308713 70.305 -154.5960
1466.674924 70.308 -154.5908
1467.041135 70.311 -154.5857
1467.407346 70.313 -154.5806
1467.773557 70.316 -154.5754
1468.139768 70.319 -154.5703
1468.505979 70.321 -154.5651
1468.872190 70.324 -154.5600
1469.238401 70.327 -154.5549
1469.604612 70.330 -154.5498
1469.970823 70.332 -154.5447
1470.337034 70.335 -154.5396
1470.703245 70.338 -154.5345
1471.069456 70.341 -154.5294
1471.435667 70.343 -154.5244
1471.801878 70.346 -154.5192
1472.168089 70.349 -154.5142
1472.534300 70.351 -154.5091
1472.900511 70.354 -154.5040
1473.266722 70.357 -154.4990
1473.632933 70.360 -154.4940
1473.999144 70.362 -154.4889
1474.365355 70.365 -154.4839
1474.731566 70.368 -154.4788
1475.097777 70.371 -154.4738
1475.463988 70.373 -154.4688
1475.830198 70.376 -154.4637
1476.196409 70.379 -154.4587
1476.562620 70.381 -154.4537
1476.928831 70.384 -154.4487
1477.295042 70.387 -154.4438
1477.661253 70.390 -154.4388
1478.027464 70.392 -154.4338
1478.393675 70.395 -154.4288
1478.759886 70.398 -154.4238
1479.126097 70.401 -154.4189
1479.492308 70.403 -154.4139
1479.858519 70.406 -154.4089
1480.224730 70.409 -154.4040
1480.590941 70.411 -154.3990
1480.957152 70.414 -154.3941
1481.323363 70.417 -154.3892
1481.689574 70.420 -154.3842
1482.055785 70.422 -154.3793
1482.421996 70.425 -154.3744
1482.788207 70.428 -154.3695
1483.154418 70.430 -154.3646
1483.520629 70.433 -154.3597
1483.886840 70.436 -154.3548
1484.253051 70.439 -154.3499
1484.619262 70.441 -154.3450
1484.985473 70.444 -154.3401
1485.351684 70.447 -154.3353
1485.717895 70.450 -154.3304
1486.084106 70.452 -154.3256
1486.450317 70.455 -154.3207
1486.816528 70.458 -154.3159
1487.182738 70.460 -154.3110
1487.548949 70.463 -154.3062
1487.915160 70.466 -154.3013
1488.281371 70.469 -154.2965
1488.647582 70.471 -154.2917
1489.013793 70.474 -154.2869
1489.380004 70.477 -154.2820
1489.746215 70.480 -154.2772
1490.112426 70.482 -154.2724
1490.478637 70.485 -154.2676
1490.844848 70.488 -154.2628
1491.211059 70.490 -154.2581
1491.577270 70.493 -154.2533
1491.943481 70.496 -154.2485
1492.309692 70.499 -154.2438
1492.675903 70.501 -154.2390
1493.042114 70.504 -154.2343
1493.408325 70.507 -154.2295
1493.774536 70.510 -154.2247
1494.140747 70.512 -154.2200
1494.506958 70.515 -154.2153
1494.873169 70.518 -154.2106
1495.239380 70.520 -154.2058
1495.605591 70.523 -154.2011
1495.971802 70.526 -154.1964
1496.338013 70.529 -154.1917
1496.704224 70.531 -154.1870
1497.070435 70.534 -154.1823
1497.436646 70.537 -154.1776
1497.802857 70.539 -154.1729
1498.169068 70.542 -154.1683
1498.535278 70.545 -154.1636
1498.901489 70.548 -154.1589
1499.267700 70.550 -154.1543
1499.633911 70.553 -154.1496
1500.000122 70.556 -154.1450
1500.366333 70.559 -154.1403
1500.732544 70.561 -154.1357
1501.098755 70.564 -154.1311
1501.464966 70.567 -154.1265
1501.831177 70.569 -154.1218
1502.197388 70.572 -154.1172
1502.563599 70.575 -154.1126
1502.929810 70.578 -154.1080
1503.296021 70.580 -154.1035
1503.662232 70.583 -154.0988
1504.028443 70.586 -154.0942
1504.394654 70.589 -154.0897
1504.760865 70.591 -154.0851
1505.127076 70.594 -154.0806
1505.493287 70.597 -154.0760
1505.859498 70.599 -154.0714
1506.225709 70.602 -154.0669
1506.591920 70.605 -154.0623
1506.958131 70.608 -154.0578
1507.324342 70.610 -154.0533
1507.690553 70.613 -154.0488
1508.056764 70.616 -154.0443
1508.422975 70.619 -154.0397
1508.789186 70.621 -154.0352
1509.155397 70.624 -154.0307
1509.521607 70.627 -154.0262
1509.887818 70.629 -154.0217
1510.254029 70.632 -154.0173
1510.620240 70.635 -154.0128
1510.986451 70.638 -154.0083
1511.352662 70.640 -154.0038
1511.718873 70.643 -153.9994
1512.085084 70.646 -153.9949
1512.451295 70.649 -153.9905
1512.817506 70.651 -153.9860
1513.183717 70.654 -153.9816
1513.549928 70.657 -153.9772
1513.916139 70.659 -153.9727
1514.282350 70.662 -153.9683
1514.648561 70.665 -153.9639
1515.014772 70.668 -153.9595
1515.380983 70.670 -153.9551
1515.747194 70.673 -153.9507
1516.113405 70.676 -153.9463
1516.479616 70.679 -153.9419
1516.845827 70.681 -153.9376
1517.212038 70.684 -153.9332
1517.578249 70.687 -153.9288
1517.944460 70.689 -153.9244
1518.310671 70.692 -153.9201
1518.676882 70.695 -153.9158
1519.043093 70.698 -153.9114
1519.409304 70.700 -153.9070
1519.775515 70.703 -153.9027
1520.141726 70.706 -153.8984
1520.507937 70.709 -153.8941
1520.874147 70.711 -153.8898
1521.240358 70.714 -153.8855
1521.606569 70.717 -153.8812
1521.972780 70.719 -153.8769
1522.338991 70.722 -153.8726
1522.705202 70.725 -153.8683
1523.071413 70.728 -153.8640
1523.437624 70.730 -153.8597
1523.803835 70.733 -153.8555
1524.170046 70.736 -153.8513
1524.536257 70.739 -153.8470
1524.902468 70.741 -153.8427
1525.268679 70.744 -153.8385
1525.634890 70.747 -153.8343
1526.001101 70.749 -153.8300
1526.367312 70.752 -153.8258
1526.733523 70.755 -153.8216
1527.099734 70.758 -153.8174
1527.465945 70.760 -153.8132
1527.832156 70.763 -153.8090
1528.198367 70.766 -153.8048
1528.564578 70.769 -153.8006
1528.930789 70.771 -153.7964
1529.297000 70.774 -153.7922
1529.663211 70.777 -153.7881
1530.029422 70.779 -153.7839
1530.395633 70.782 -153.7798
1530.761844 70.785 -153.7756
1531.128055 70.788 -153.7715
1531.494266 70.790 -153.7673
1531.860476 70.793 -153.7632
1532.226687 70.796 -153.7591
1532.592898 70.799 -153.7549
1532.959109 70.801 -153.7509
1533.325320 70.804 -153.7467
1533.691531 70.807 -153.7426
1534.057742 70.809 -153.7385
1534.423953 70.812 -153.7344
1534.790164 70.815 -153.7303
1535.156375 70.818 -153.7263
1535.522586 70.820 -153.7222
1535.888797 70.823 -153.7181
1536.255008 70.826 -153.7141
1536.621219 70.829 -153.7100
1536.987430 70.831 -153.7060
1537.353641 70.834 -153.7020
1537.719852 70.837 -153.6979
1538.086063 70.840 -153.6938
1538.452274 70.842 -153.6899
1538.818485 70.845 -153.6859
1539.184696 70.848 -153.6818
1539.550907 70.850 -153.6778
1539.917118 70.853 -153.6738
1540.283329 70.856 -153.6698
1540.649540 70.859 -153.6658
1541.015751 70.861 -153.6619
1541.381962 70.864 -153.6579
1541.748173 70.867 -153.6539
1542.114384 70.870 -153.6500
1542.480595 70.872 -153.6460
1542.846806 70.875 -153.6420
1543.213016 70.878 -153.6381
1543.579227 70.881 -153.6342
1543.945438 70.883 -153.6302
1544.311649 70.886 -153.6263
1544.677860 70.889 -153.6224
1545.044071 70.891 -153.6185
1545.410282 70.894 -153.6146
1545.776493 70.897 -153.6107
1546.142704 70.900 -153.6068
1546.508915 70.902 -153.6029
1546.875126 70.905 -153.5990
1547.241337 70.908 -153.5952
1547.607548 70.911 -153.5912
1547.973759 70.913 -153.5874
1548.339970 70.916 -153.5836
1548.706181 70.919 -153.5797
1549.072392 70.922 -153.5759
1549.438603 70.924 -153.5720
1549.804814 70.927 -153.5682
1550.171025 70.930 -153.5643
1550.537236 70.933 -153.5605
1550.903447 70.935 -153.5567
1551.269658 70.938 -153.5529
1551.635869 70.941 -153.5491
1552.002080 70.943 -153.5453
1552.368291 70.946 -153.5415
1552.734502 70.949 -153.5378
1553.100713 70.952 -153.5340
1553.466924 70.954 -153.5302
1553.833135 70.957 -153.5264
1554.199345 70.960 -153.5227
1554.565556 70.963 -153.5189
1554.931767 70.965 -153.5152
1555.297978 70.968 -153.5115
1555.664189 70.971 -153.5077
1556.030400 70.974 -153.5040
1556.396611 70.976 -153.5002
1556.762822 70.979 -153.4966
1557.129033 70.982 -153.4929
1557.495244 70.985 -153.4891
1557.861455 70.987 -153.4855
1558.227666 70.990 -153.4818
1558.593877 70.993 -153.4781
1558.960088 70.996 -153.4744
1559.326299 70.998 -153.4708
1559.692510 71.001 -153.4671
1560.058721 71.004 -153.4634
1560.424932 71.006 -153.4598
1560.791143 71.009 -153.4561
1561.157354 71.012 -153.4525
1561.523565 71.015 -153.4489
1561.889776 71.017 -153.4453
1562.255987 71.020 -153.4417
1562.622198 71.023 -153.4380
1562.988409 71.026 -153.4344
1563.354620 71.028 -153.4308
1563.720831 71.031 -153.4272
1564.087042 71.034 -153.4236
1564.453253 71.037 -153.4200
1564.819464 71.039 -153.4164
1565.185675 71.042 -153.4129
1565.551885 71.045 -153.4094
1565.918096 71.048 -153.4058
1566.284307 71.050 -153.4022
1566.650518 71.053 -153.3987
1567.016729 71.056 -153.3951
1567.382940 71.059 -153.3917
1567.749151 71.061 -153.3881
1568.115362 71.064 -153.3846
1568.481573 71.067 -153.3811
1568.847784 71.070 -153.3776
1569.213995 71.072 -153.3741
1569.580206 71.075 -153.3706
1569.946417 71.078 -153.3671
1570.312628 71.081 -153.3636
1570.678839 71.083 -153.3602
1571.045050 71.086 -153.3567
1571.411261 71.089 -153.3533
1571.777472 71.092 -153.3498
1572.143683 71.094 -153.3464
1572.509894 71.097 -153.3429
1572.876105 71.100 -153.3395
1573.242316 71.102 -153.3361
1573.608527 71.105 -153.3326
1573.974738 71.108 -153.3292
1574.340949 71.111 -153.3258
1574.707160 71.113 -153.3224
1575.073371 71.116 -153.3190
1575.439582 71.119 -153.3156
1575.805793 71.122 -153.3123
1576.172004 71.124 -153.3089
1576.538215 71.127 -153.3055
1576.904425 71.130 -153.3021
1577.270636 71.133 -153.2988
1577.636847 71.135 -153.2955
1578.003058 71.138 -153.2921
1578.369269 71.141 -153.2888
1578.735480 71.144 -153.2855
1579.101691 71.146 -153.2821
1579.467902 71.149 -153.2788
1579.834113 71.152 -153.2755
1580.200324 71.155 -153.2722
1580.566535 71.157 -153.2689
1580.932746 71.160 -153.2656
1581.298957 71.163 -153.2623
1581.665168 71.166 -153.2590
1582.031379 71.168 -153.2558
1582.397590 71.171 -153.2526
1582.763801 71.174 -153.2493
1583.130012 71.177 -153.2460
1583.496223 71.179 -153.2428
1583.862434 71.182 -153.2396
1584.228645 71.185 -153.2363
1584.594856 71.188 -153.2331
1584.961067 71.190 -153.2299
1585.327278 71.193 -153.2267
1585.693489 71.196 -153.2234
1586.059700 71.199 -153.2203
1586.425911 71.201 -153.2171
1586.792122 71.204 -153.2139
1587.158333 71.207 -153.2108
1587.524544 71.210 -153.2076
1587.890754 71.212 -153.2044
1588.256965 71.215 -153.2012
1588.623176 71.218 -153.1981
1588.989387 71.221 -153.1949
1589.355598 71.224 -153.1918
1589.721809 71.226 -153.1887
1590.088020 71.229 -153.1855
1590.454231 71.232 -153.1824
1590.820442 71.235 -153.1793
1591.186653 71.237 -153.1763
1591.552864 71.240 -153.1732
1591.919075 71.243 -153.1700
1592.285286 71.246 -153.1670
1592.651497 71.248 -153.1639
1593.017708 71.251 -153.1608
1593.383919 71.254 -153.1578
1593.750130 71.257 -153.1547
1594.116341 71.259 -153.1517
1594.482552 71.262 -153.1486
1594.848763 71.265 -153.1456
1595.214974 71.268 -153.1426
1595.581185 71.270 -153.1395
1595.947396 71.273 -153.1365
1596.313607 71.276 -153.1335
1596.679818 71.279 -153.1305
1597.046029 71.281 -153.1275
1597.412240 71.284 -153.1245
1597.778451 71.287 -153.1216
1598.144662 71.290 -153.1186
1598.510873 71.292 -153.1156
1598.877084 71.295 -153.1127
1599.243294 71.298 -153.1097
1599.609505 71.301 -153.1068
1599.975716 71.303 -153.1038
1600.341927 71.306 -153.1009
1600.708138 71.309 -153.0980
1601.074349 71.312 -153.0950
1601.440560 71.314 -153.0922
1601.806771 71.317 -153.0892
1602.172982 71.320 -153.0863
1602.539193 71.323 -153.0834
1602.905404 71.326 -153.0806
1603.271615 71.328 -153.0777
1603.637826 71.331 -153.0748
1604.004037 71.334 -153.0720
1604.370248 71.337 -153.0691
1604.736459 71.339 -153.0662
1605.102670 71.342 -153.0634
1605.468881 71.345 -153.0605
1605.835092 71.348 -153.0577
1606.201303 71.350 -153.0549
1606.567514 71.353 -153.0521
1606.933725 71.356 -153.0493
1607.299936 71.359 -153.0465
1607.666147 71.361 -153.0437
1608.032358 71.364 -153.0409
1608.398569 71.367 -153.0381
1608.764780 71.370 -153.0353
1609.130991 71.373 -153.0326
1609.497202 71.375 -153.0298
1609.863413 71.378 -153.0271
1610.229623 71.381 -153.0244
1610.595834 71.384 -153.0216
1610.962045 71.386 -153.0189
1611.328256 71.389 -153.0162
1611.694467 71.392 -153.0134
1612.060678 71.395 -153.0107
1612.426889 71.397 -153.0080
1612.793100 71.400 -153.0053
1613.159311 71.403 -153.0026
1613.525522 71.406 -152.9999
1613.891733 71.408 -152.9973
1614.257944 71.411 -152.9946
1614.624155 71.414 -152.9919
1614.990366 71.417 -152.9893
1615.356577 71.420 -152.9866
1615.722788 71.422 -152.9840
1616.088999 71.425 -152.9814
1616.455210 71.428 -152.9788
1616.821421 71.431 -152.9761
1617.187632 71.433 -152.9735
1617.553843 71.436 -152.9709
1617.920054 71.439 -152.9683
1618.286265 71.442 -152.9658
1618.652476 71.444 -152.9631
1619.018687 71.447 -152.9606
1619.384898 71.450 -152.9580
1619.751109 71.453 -152.9554
1620.117320 71.456 -152.9529
1620.483531 71.458 -152.9504
1620.849742 71.461 -152.9478
1621.215953 71.464 -152.9453
1621.582163 71.467 -152.9427
1621.948374 71.469 -152.9402
1622.314585 71.472 -152.9377
1622.680796 71.475 -152.9352
1623.047007 71.478 -152.9327
1623.413218 71.480 -152.9302
1623.779429 71.483 -152.9278
1624.145640 71.486 -152.9253
1624.511851 71.489 -152.9229
1624.878062 71.492 -152.9203
1625.244273 71.494 -152.9179
1625.610484 71.497 -152.9155
1625.976695 71.500 -152.9130
1626.342906 71.503 -152.9106
1626.709117 71.505 -152.9082
1627.075328 71.508 -152.9058
1627.441539 71.511 -152.9034
1627.807750 71.514 -152.9009
1628.173961 71.517 -152.8986
1628.540172 71.519 -152.8962
1628.906383 71.522 -152.8938
1629.272594 71.525 -152.8914
1629.638805 71.528 -152.8890
1630.005016 71.530 -152.8867
1630.371227 71.533 -152.8843
1630.737438 71.536 -152.8820
1631.103649 71.539 -152.8797
1631.469860 71.542 -152.8774
1631.836071 71.544 -152.8750
1632.202282 71.547 -152.8727
1632.568493 71.550 -152.8704
1632.934703 71.553 -152.8681
1633.300914 71.555 -152.8658
1633.667125 71.558 -152.8635
1634.033336 71.561 -152.8613
1634.399547 71.564 -152.8590
1634.765758 71.567 -152.8568
1635.131969 71.569 -152.8545
1635.498180 71.572 -152.8522
1635.864391 71.575 -152.8500
1636.230602 71.578 -152.8478
1636.596813 71.580 -152.8455
1636.963024 71.583 -152.8433
1637.329235 71.586 -152.8411
1637.695446 71.589 -152.8389
1638.061657 71.592 -152.8367
1638.427868 71.594 -152.8345
1638.794079 71.597 -152.8323
1639.160290 71.600 -152.8302
1639.526501 71.603 -152.8280
1639.892712 71.605 -152.8259
1640.258923 71.608 -152.8237
1640.625134 71.611 -152.8216
1640.991345 71.614 -152.8195
1641.357556 71.617 -152.8173
1641.723767 71.619 -152.8152
1642.089978 71.622 -152.8131
1642.456189 71.625 -152.8110
1642.822400 71.628 -152.8089
1643.188611 71.631 -152.8068
1643.554822 71.633 -152.8047
1643.921032 71.636 -152.8026
1644.287243 71.639 -152.8006
1644.653454 71.642 -152.7985
1645.019665 71.644 -152.7964
1645.385876 71.647 -152.7944
1645.752087 71.650 -152.7924
1646.118298 71.653 -152.7903
1646.484509 71.656 -152.7883
1646.850720 71.658 -152.7863
1647.216931 71.661 -152.7843
1647.583142 71.664 -152.7823
1647.949353 71.667 -152.7803
1648.315564 71.670 -152.7783
1648.681775 71.672 -152.7764
1649.047986 71.675 -152.7744
1649.414197 71.678 -152.7725
1649.780408 71.681 -152.7705
1650.146619 71.684 -152.7686
1650.512830 71.686 -152.7666
1650.879041 71.689 -152.7647
1651.245252 71.692 -152.7628
1651.611463 71.695 -152.7609
1651.977674 71.697 -152.7590
1652.343885 71.700 -152.7571
1652.710096 71.703 -152.7552
1653.076307 71.706 -152.7533
1653.442518 71.709 -152.7514
1653.808729 71.711 -152.7496
1654.174940 71.714 -152.7477
1654.541151 71.717 -152.7458
1654.907362 71.720 -152.7440
1655.273572 71.723 -152.7421
1655.639783 71.725 -152.7404
1656.005994 71.728 -152.7385
1656.372205 71.731 -152.7367
1656.738416 71.734 -152.7349
1657.104627 71.737 -152.7331
1657.470838 71.739 -152.7313
1657.837049 71.742 -152.7296
1658.203260 71.745 -152.7278
1658.569471 71.748 -152.7260
1658.935682 71.751 -152.7242
1659.301893 71.753 -152.7225
1659.668104 71.756 -152.7208
1660.034315 71.759 -152.7190
1660.400526 71.762 -152.7173
1660.766737 71.764 -152.7156
1661.132948 71.767 -152.7139
1661.499159 71.770 -152.7122
1661.865370 71.773 -152.7104
1662.231581 71.776 -152.7088
1662.597792 71.778 -152.7071
1662.964003 71.781 -152.7054
1663.330214 71.784 -152.7037
1663.696425 71.787 -152.7021
1664.062636 71.790 -152.7004
1664.428847 71.792 -152.6988
1664.795058 71.795 -152.6972
1665.161269 71.798 -152.6956
1665.527480 71.801 -152.6940
1665.893691 71.804 -152.6923
1666.259901 71.806 -152.6907
1666.626112 71.809 -152.6891
1666.992323 71.812 -152.6876
1667.358534 71.815 -152.6860
1667.724745 71.818 -152.6844
1668.090956 71.820 -152.6829
1668.457167 71.823 -152.6813
1668.823378 71.826 -152.6797
1669.189589 71.829 -152.6782
1669.555800 71.832 -152.6767
1669.922011 71.834 -152.6752
1670.288222 71.837 -152.6737
1670.654433 71.840 -152.6722
1671.020644 71.843 -152.6707
1671.386855 71.846 -152.6692
1671.753066 71.848 -152.6677
1672.119277 71.851 -152.6663
1672.485488 71.854 -152.6648
1672.851699 71.857 -152.6633
1673.217910 71.860 -152.6619
1673.584121 71.862 -152.6605
1673.950332 71.865 -152.6590
1674.316543 71.868 -152.6576
1674.682754 71.871 -152.6562
1675.048965 71.874 -152.6548
1675.415176 71.877 -152.6534
1675.781387 71.879 -152.6520
1676.147598 71.882 -152.6506
1676.513809 71.885 -152.6492
1676.880020 71.888 -152.6479
1677.246231 71.891 -152.6465
1677.612441 71.893 -152.6451
1677.978652 71.896 -152.6438
1678.344863 71.899 -152.6425
1678.711074 71.902 -152.6412
1679.077285 71.905 -152.6398
1679.443496 71.907 -152.6385
1679.809707 71.910 -152.6373
1680.175918 71.913 -152.6359
1680.542129 71.916 -152.6346
1680.908340 71.919 -152.6334
1681.274551 71.921 -152.6321
1681.640762 71.924 -152.6309
1682.006973 71.927 -152.6296
1682.373184 71.930 -152.6284
1682.739395 71.933 -152.6271
1683.105606 71.935 -152.6259
1683.471817 71.938 -152.6247
1683.838028 71.941 -152.6235
1684.204239 71.944 -152.6223
1684.570450 71.947 -152.6211
1684.936661 71.950 -152.6199
1685.302872 71.952 -152.6187
1685.669083 71.955 -152.6176
1686.035294 71.958 -152.6164
1686.401505 71.961 -152.6152
1686.767716 71.964 -152.6141
1687.133927 71.966 -152.6130
1687.500138 71.969 -152.6119
1687.866349 71.972 -152.6107
1688.232560 71.975 -152.6096
1688.598770 71.978 -152.6085
1688.964981 71.980 -152.6074
1689.331192 71.983 -152.6063
1689.697403 71.986 -152.6053
1690.063614 71.989 -152.6042
1690.429825 71.992 -152.6031
1690.796036 71.995 -152.6021
1691.162247 71.997 -152.6011
1691.528458 72.000 -152.6000
1691.894669 72.003 -152.5990
1692.260880 72.006 -152.5980
1692.627091 72.009 -152.5970
1692.993302 72.011 -152.5959
1693.359513 72.014 -152.5950
1693.725724 72.017 -152.5940
1694.091935 72.020 -152.5930
1694.458146 72.023 -152.5920
1694.824357 72.025 -152.5911
1695.190568 72.028 -152.5901
1695.556779 72.031 -152.5892
1695.922990 72.034 -152.5883
1696.289201 72.037 -152.5873
1696.655412 72.040 -152.5864
1697.021623 72.042 -152.5855
1697.387834 72.045 -152.5846
1697.754045 72.048 -152.5837
1698.120256 72.051 -152.5828
1698.486467 72.054 -152.5820
1698.852678 72.056 -152.5811
1699.218889 72.059 -152.5803
1699.585100 72.062 -152.5794
1699.951310 72.065 -152.5786
1700.317521 72.068 -152.5777
1700.683732 72.071 -152.5769
1701.049943 72.073 -152.5760
1701.416154 72.076 -152.5753
1701.782365 72.079 -152.5745
1702.148576 72.082 -152.5737
1702.514787 72.085 -152.5729
1702.880998 72.088 -152.5721
1703.247209 72.090 -152.5714
1703.613420 72.093 -152.5706
1703.979631 72.096 -152.5699
1704.345842 72.099 -152.5692
1704.712053 72.102 -152.5684
1705.078264 72.104 -152.5677
1705.444475 72.107 -152.5670
1705.810686 72.110 -152.5663
1706.176897 72.113 -152.5656
1706.543108 72.116 -152.5649
1706.909319 72.119 -152.5642
1707.275530 72.121 -152.5635
1707.641741 72.124 -152.5629
1708.007952 72.127 -152.5623
1708.374163 72.130 -152.5616
1708.740374 72.133 -152.5610
1709.106585 72.135 -152.5604
1709.472796 72.138 -152.5597
1709.839007 72.141 -152.5591
1710.205218 72.144 -152.5585
1710.571429 72.147 -152.5579
1710.937640 72.150 -152.5573
1711.303850 72.152 -152.5568
1711.670061 72.155 -152.5562
1712.036272 72.158 -152.5557
1712.402483 72.161 -152.5551
1712.768694 72.164 -152.5546
1713.134905 72.167 -152.5540
1713.501116 72.169 -152.5535
1713.867327 72.172 -152.5530
1714.233538 72.175 -152.5525
1714.599749 72.178 -152.5520
1714.965960 72.181 -152.5515
1715.332171 72.184 -152.5510
1715.698382 72.186 -152.5506
1716.064593 72.189 -152.5501
1716.430804 72.192 -152.5497
1716.797015 72.195 -152.5492
1717.163226 72.198 -152.5488
1717.529437 72.201 -152.5483
1717.895648 72.203 -152.5480
1718.261859 72.206 -152.5475
1718.628070 72.209 -152.5471
1718.994281 72.212 -152.5468
1719.360492 72.215 -152.5464
1719.726703 72.218 -152.5460
1720.092914 72.220 -152.5457
1720.459125 72.223 -152.5453
1720.825336 72.226 -152.5449
1721.191547 72.229 -152.5446
1721.557758 72.232 -152.5443
1721.923969 72.235 -152.5439
1722.290179 72.237 -152.5436
1722.656390 72.240 -152.5433
1723.022601 72.243 -152.5431
1723.388812 72.246 -152.5428
1723.755023 72.249 -152.5425
1724.121234 72.252 -152.5422
1724.487445 72.254 -152.5420
1724.853656 72.257 -152.5417
1725.219867 72.260 -152.5415
1725.586078 72.263 -152.5413
1725.952289 72.266 -152.5411
1726.318500 72.269 -152.5408
1726.684711 72.271 -152.5406
1727.050922 72.274 -152.5405
1727.417133 72.277 -152.5403
1727.783344 72.280 -152.5401
1728.149555 72.283 -152.5399
1728.515766 72.286 -152.5397
1728.881977 72.288 -152.5396
1729.248188 72.291 -152.5395
1729.614399 72.294 -152.5394
1729.980610 72.297 -152.5392
1730.346821 72.300 -152.5391
1730.713032 72.303 -152.5390
1731.079243 72.305 -152.5389
1731.445454 72.308 -152.5388
1731.811665 72.311 -152.5388
1732.177876 72.314 -152.5387
1732.544087 72.317 -152.5386
1732.910298 72.320 -152.5386
1733.276509 72.322 -152.5385
1733.642719 72.325 -152.5385
1734.008930 72.328 -152.5385
1734.375141 72.331 -152.5385
1734.741352 72.334 -152.5385
1735.107563 72.337 -152.5385
1735.473774 72.339 -152.5385
1735.839985 72.342 -152.5385
1736.206196 72.345 -152.5385
1736.572407 72.348 -152.5386
1736.938618 72.351 -152.5386
1737.304829 72.354 -152.5387
1737.671040 72.357 -152.5388
1738.037251 72.359 -152.5388
1738.403462 72.362 -152.5389
1738.769673 72.365 -152.5390
1739.135884 72.368 -152.5391
1739.502095 72.371 -152.5392
1739.868306 72.374 -152.5394
1740.234517 72.376 -152.5395
1740.600728 72.379 -152.5396
1740.966939 72.382 -152.5398
1741.333150 72.385 -152.5399
1741.699361 72.388 -152.5401
1742.065572 72.391 -152.5403
1742.431783 72.394 -152.5405
1742.797994 72.396 -152.5406
1743.164205 72.399 -152.5409
1743.530416 72.402 -152.5411
1743.896627 72.405 -152.5413
1744.262838 72.408 -152.5416
1744.629048 72.411 -152.5418
1744.995259 72.413 -152.5421
1745.361470 72.416 -152.5423
1745.727681 72.419 -152.5426
1746.093892 72.422 -152.5428
1746.460103 72.425 -152.5432
1746.826314 72.428 -152.5435
1747.192525 72.430 -152.5438
1747.558736 72.433 -152.5441
1747.924947 72.436 -152.5444
1748.291158 72.439 -152.5447
1748.657369 72.442 -152.5451
1749.023580 72.445 -152.5454
1749.389791 72.448 -152.5458
1749.756002 72.450 -152.5462
1750.122213 72.453 -152.5466
1750.488424 72.456 -152.5469
1750.854635 72.459 -152.5474
1751.220846 72.462 -152.5478
