* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (KT USB Audio), MICROPHONE (Master Volume), 0, volume: 0.410
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Mar 10, 2023 12:33:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Mar 10
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1152.832125 68.113 -158.2044
1153.198336 68.116 -158.1946
1153.564547 68.119 -158.1849
1153.930758 68.122 -158.1751
1154.296969 68.125 -158.1653
1154.663180 68.128 -158.1556
1155.029391 68.132 -158.1458
1155.395602 68.135 -158.1360
1155.761813 68.138 -158.1263
1156.128024 68.141 -158.1166
1156.494235 68.144 -158.1068
1156.860446 68.147 -158.0971
1157.226657 68.150 -158.0873
1157.592868 68.153 -158.0776
1157.959079 68.156 -158.0679
1158.325290 68.159 -158.0582
1158.691501 68.162 -158.0484
1159.057712 68.165 -158.0387
1159.423923 68.168 -158.0290
1159.790134 68.171 -158.0192
1160.156345 68.174 -158.0095
1160.522556 68.177 -157.9998
1160.888767 68.180 -157.9901
1161.254978 68.183 -157.9804
1161.621189 68.186 -157.9707
1161.987400 68.189 -157.9610
1162.353610 68.192 -157.9513
1162.719821 68.195 -157.9416
1163.086032 68.199 -157.9319
1163.452243 68.202 -157.9222
1163.818454 68.205 -157.9125
1164.184665 68.208 -157.9028
1164.550876 68.211 -157.8932
1164.917087 68.214 -157.8835
1165.283298 68.217 -157.8738
1165.649509 68.220 -157.8641
1166.015720 68.223 -157.8545
1166.381931 68.226 -157.8448
1166.748142 68.229 -157.8351
1167.114353 68.232 -157.8255
1167.480564 68.235 -157.8159
1167.846775 68.238 -157.8062
1168.212986 68.242 -157.7966
1168.579197 68.245 -157.7869
1168.945408 68.248 -157.7773
1169.311619 68.251 -157.7676
1169.677830 68.254 -157.7580
1170.044041 68.257 -157.7484
1170.410252 68.260 -157.7387
1170.776463 68.263 -157.7291
1171.142674 68.266 -157.7195
1171.508885 68.269 -157.7098
1171.875096 68.272 -157.7002
1172.241307 68.275 -157.6906
1172.607518 68.279 -157.6810
1172.973729 68.282 -157.6714
1173.339940 68.285 -157.6617
1173.706150 68.288 -157.6522
1174.072361 68.291 -157.6426
1174.438572 68.294 -157.6330
1174.804783 68.297 -157.6234
1175.170994 68.300 -157.6138
1175.537205 68.303 -157.6042
1175.903416 68.307 -157.5946
1176.269627 68.310 -157.5850
1176.635838 68.313 -157.5754
1177.002049 68.316 -157.5659
1177.368260 68.319 -157.5563
1177.734471 68.322 -157.5468
1178.100682 68.325 -157.5372
1178.466893 68.328 -157.5276
1178.833104 68.331 -157.5181
1179.199315 68.334 -157.5085
1179.565526 68.338 -157.4989
1179.931737 68.341 -157.4894
1180.297948 68.344 -157.4798
1180.664159 68.347 -157.4703
1181.030370 68.350 -157.4608
1181.396581 68.353 -157.4512
1181.762792 68.356 -157.4417
1182.129003 68.359 -157.4321
1182.495214 68.363 -157.4226
1182.861425 68.366 -157.4131
1183.227636 68.369 -157.4036
1183.593847 68.372 -157.3940
1183.960058 68.375 -157.3845
1184.326269 68.378 -157.3750
1184.692479 68.381 -157.3655
1185.058690 68.384 -157.3560
1185.424901 68.388 -157.3465
1185.791112 68.391 -157.3370
1186.157323 68.394 -157.3275
1186.523534 68.397 -157.3180
1186.889745 68.400 -157.3085
1187.255956 68.403 -157.2990
1187.622167 68.406 -157.2896
1187.988378 68.410 -157.2800
1188.354589 68.413 -157.2706
1188.720800 68.416 -157.2611
1189.087011 68.419 -157.2516
1189.453222 68.422 -157.2421
1189.819433 68.425 -157.2327
1190.185644 68.428 -157.2232
1190.551855 68.431 -157.2137
1190.918066 68.435 -157.2043
1191.284277 68.438 -157.1948
1191.650488 68.441 -157.1854
1192.016699 68.444 -157.1760
1192.382910 68.447 -157.1665
1192.749121 68.450 -157.1570
1193.115332 68.453 -157.1476
1193.481543 68.457 -157.1382
1193.847754 68.460 -157.1288
1194.213965 68.463 -157.1193
1194.580176 68.466 -157.1099
1194.946387 68.469 -157.1005
1195.312598 68.472 -157.0911
1195.678809 68.475 -157.0817
1196.045019 68.479 -157.0723
1196.411230 68.482 -157.0628
1196.777441 68.485 -157.0534
1197.143652 68.488 -157.0440
1197.509863 68.491 -157.0346
1197.876074 68.494 -157.0252
1198.242285 68.498 -157.0159
1198.608496 68.501 -157.0065
1198.974707 68.504 -156.9971
1199.340918 68.507 -156.9877
1199.707129 68.510 -156.9783
1200.073340 68.513 -156.9689
1200.439551 68.516 -156.9595
1200.805762 68.520 -156.9502
1201.171973 68.523 -156.9408
1201.538184 68.526 -156.9315
1201.904395 68.529 -156.9221
1202.270606 68.532 -156.9127
1202.636817 68.535 -156.9034
1203.003028 68.539 -156.8940
1203.369239 68.542 -156.8847
1203.735450 68.545 -156.8754
1204.101661 68.548 -156.8660
1204.467872 68.551 -156.8567
1204.834083 68.554 -156.8474
1205.200294 68.557 -156.8380
1205.566505 68.561 -156.8287
1205.932716 68.564 -156.8193
1206.298927 68.567 -156.8100
1206.665138 68.570 -156.8007
1207.031348 68.573 -156.7914
1207.397559 68.576 -156.7821
1207.763770 68.580 -156.7728
1208.129981 68.583 -156.7635
1208.496192 68.586 -156.7542
1208.862403 68.589 -156.7449
1209.228614 68.592 -156.7356
1209.594825 68.595 -156.7263
1209.961036 68.599 -156.7170
1210.327247 68.602 -156.7077
1210.693458 68.605 -156.6984
1211.059669 68.608 -156.6891
1211.425880 68.611 -156.6799
1211.792091 68.614 -156.6706
1212.158302 68.618 -156.6613
1212.524513 68.621 -156.6521
1212.890724 68.624 -156.6428
1213.256935 68.627 -156.6335
1213.623146 68.630 -156.6243
1213.989357 68.633 -156.6151
1214.355568 68.637 -156.6058
1214.721779 68.640 -156.5966
1215.087990 68.643 -156.5873
1215.454201 68.646 -156.5781
1215.820412 68.649 -156.5688
1216.186623 68.652 -156.5596
1216.552834 68.656 -156.5504
1216.919045 68.659 -156.5411
1217.285256 68.662 -156.5319
1217.651467 68.665 -156.5227
1218.017678 68.668 -156.5135
1218.383888 68.671 -156.5043
1218.750099 68.674 -156.4951
1219.116310 68.678 -156.4859
1219.482521 68.681 -156.4767
1219.848732 68.684 -156.4675
1220.214943 68.687 -156.4583
1220.581154 68.690 -156.4491
1220.947365 68.693 -156.4399
1221.313576 68.697 -156.4307
1221.679787 68.700 -156.4215
1222.045998 68.703 -156.4124
1222.412209 68.706 -156.4032
1222.778420 68.709 -156.3940
1223.144631 68.712 -156.3848
1223.510842 68.716 -156.3757
1223.877053 68.719 -156.3665
1224.243264 68.722 -156.3574
1224.609475 68.725 -156.3482
1224.975686 68.728 -156.3391
1225.341897 68.731 -156.3299
1225.708108 68.735 -156.3207
1226.074319 68.738 -156.3116
1226.440530 68.741 -156.3025
1226.806741 68.744 -156.2933
1227.172952 68.747 -156.2842
1227.539163 68.750 -156.2751
1227.905374 68.754 -156.2660
1228.271585 68.757 -156.2568
1228.637796 68.760 -156.2477
1229.004007 68.763 -156.2386
1229.370218 68.766 -156.2295
1229.736428 68.769 -156.2204
1230.102639 68.773 -156.2113
1230.468850 68.776 -156.2022
1230.835061 68.779 -156.1931
1231.201272 68.782 -156.1840
1231.567483 68.785 -156.1749
1231.933694 68.788 -156.1658
1232.299905 68.791 -156.1567
1232.666116 68.795 -156.1476
1233.032327 68.798 -156.1386
1233.398538 68.801 -156.1295
1233.764749 68.804 -156.1204
1234.130960 68.807 -156.1114
1234.497171 68.810 -156.1023
1234.863382 68.814 -156.0933
1235.229593 68.817 -156.0842
1235.595804 68.820 -156.0751
1235.962015 68.823 -156.0661
1236.328226 68.826 -156.0571
1236.694437 68.829 -156.0480
1237.060648 68.833 -156.0390
1237.426859 68.836 -156.0299
1237.793070 68.839 -156.0209
1238.159281 68.842 -156.0119
1238.525492 68.845 -156.0029
1238.891703 68.848 -155.9938
1239.257914 68.851 -155.9848
1239.624125 68.855 -155.9758
1239.990336 68.858 -155.9668
1240.356547 68.861 -155.9578
1240.722757 68.864 -155.9488
1241.088968 68.867 -155.9398
1241.455179 68.870 -155.9308
1241.821390 68.874 -155.9218
1242.187601 68.877 -155.9128
1242.553812 68.880 -155.9038
1242.920023 68.883 -155.8948
1243.286234 68.886 -155.8859
1243.652445 68.889 -155.8768
1244.018656 68.892 -155.8679
1244.384867 68.896 -155.8589
1244.751078 68.899 -155.8500
1245.117289 68.902 -155.8410
1245.483500 68.905 -155.8320
1245.849711 68.908 -155.8231
1246.215922 68.911 -155.8141
1246.582133 68.914 -155.8052
1246.948344 68.918 -155.7962
1247.314555 68.921 -155.7873
1247.680766 68.924 -155.7783
1248.046977 68.927 -155.7694
1248.413188 68.930 -155.7605
1248.779399 68.933 -155.7515
1249.145610 68.936 -155.7426
1249.511821 68.940 -155.7337
1249.878032 68.943 -155.7248
1250.244243 68.946 -155.7159
1250.610454 68.949 -155.7070
1250.976665 68.952 -155.6981
1251.342876 68.955 -155.6891
1251.709087 68.958 -155.6802
1252.075297 68.962 -155.6713
1252.441508 68.965 -155.6625
1252.807719 68.968 -155.6536
1253.173930 68.971 -155.6447
1253.540141 68.974 -155.6358
1253.906352 68.977 -155.6269
1254.272563 68.980 -155.6180
1254.638774 68.984 -155.6091
1255.004985 68.987 -155.6003
1255.371196 68.990 -155.5914
1255.737407 68.993 -155.5826
1256.103618 68.996 -155.5737
1256.469829 68.999 -155.5648
1256.836040 69.002 -155.5560
1257.202251 69.006 -155.5471
1257.568462 69.009 -155.5383
1257.934673 69.012 -155.5295
1258.300884 69.015 -155.5206
1258.667095 69.018 -155.5118
1259.033306 69.021 -155.5029
1259.399517 69.024 -155.4941
1259.765728 69.027 -155.4853
1260.131939 69.031 -155.4765
1260.498150 69.034 -155.4677
1260.864361 69.037 -155.4589
1261.230572 69.040 -155.4501
1261.596783 69.043 -155.4412
1261.962994 69.046 -155.4324
1262.329205 69.049 -155.4236
1262.695416 69.052 -155.4149
1263.061626 69.056 -155.4061
1263.427837 69.059 -155.3973
1263.794048 69.062 -155.3885
1264.160259 69.065 -155.3797
1264.526470 69.068 -155.3709
1264.892681 69.071 -155.3621
1265.258892 69.074 -155.3534
1265.625103 69.077 -155.3446
1265.991314 69.081 -155.3358
1266.357525 69.084 -155.3271
1266.723736 69.087 -155.3183
1267.089947 69.090 -155.3096
1267.456158 69.093 -155.3008
1267.822369 69.096 -155.2921
1268.188580 69.099 -155.2833
1268.554791 69.102 -155.2746
1268.921002 69.106 -155.2659
1269.287213 69.109 -155.2571
1269.653424 69.112 -155.2484
1270.019635 69.115 -155.2397
1270.385846 69.118 -155.2310
1270.752057 69.121 -155.2222
1271.118268 69.124 -155.2135
1271.484479 69.127 -155.2048
1271.850690 69.130 -155.1961
1272.216901 69.134 -155.1874
1272.583112 69.137 -155.1787
1272.949323 69.140 -155.1700
1273.315534 69.143 -155.1613
1273.681745 69.146 -155.1526
1274.047956 69.149 -155.1439
1274.414166 69.152 -155.1353
1274.780377 69.155 -155.1266
1275.146588 69.158 -155.1179
1275.512799 69.162 -155.1093
1275.879010 69.165 -155.1006
1276.245221 69.168 -155.0919
1276.611432 69.171 -155.0833
1276.977643 69.174 -155.0746
1277.343854 69.177 -155.0659
1277.710065 69.180 -155.0573
1278.076276 69.183 -155.0486
1278.442487 69.186 -155.0400
1278.808698 69.190 -155.0314
1279.174909 69.193 -155.0227
1279.541120 69.196 -155.0141
1279.907331 69.199 -155.0054
1280.273542 69.202 -154.9968
1280.639753 69.205 -154.9882
1281.005964 69.208 -154.9796
1281.372175 69.211 -154.9709
1281.738386 69.214 -154.9623
1282.104597 69.217 -154.9537
1282.470808 69.221 -154.9451
1282.837019 69.224 -154.9365
1283.203230 69.227 -154.9280
1283.569441 69.230 -154.9194
1283.935652 69.233 -154.9108
1284.301863 69.236 -154.9022
1284.668074 69.239 -154.8936
1285.034285 69.242 -154.8850
1285.400495 69.245 -154.8765
1285.766706 69.248 -154.8679
1286.132917 69.252 -154.8593
1286.499128 69.255 -154.8508
1286.865339 69.258 -154.8422
1287.231550 69.261 -154.8336
1287.597761 69.264 -154.8251
1287.963972 69.267 -154.8165
1288.330183 69.270 -154.8080
1288.696394 69.273 -154.7994
1289.062605 69.276 -154.7909
1289.428816 69.279 -154.7823
1289.795027 69.282 -154.7739
1290.161238 69.286 -154.7653
1290.527449 69.289 -154.7568
1290.893660 69.292 -154.7483
1291.259871 69.295 -154.7397
1291.626082 69.298 -154.7313
1291.992293 69.301 -154.7227
1292.358504 69.304 -154.7142
1292.724715 69.307 -154.7057
1293.090926 69.310 -154.6972
1293.457137 69.313 -154.6887
1293.823348 69.316 -154.6802
1294.189559 69.319 -154.6718
1294.555770 69.323 -154.6633
1294.921981 69.326 -154.6548
1295.288192 69.329 -154.6463
1295.654403 69.332 -154.6378
1296.020614 69.335 -154.6294
1296.386825 69.338 -154.6209
1296.753035 69.341 -154.6124
1297.119246 69.344 -154.6040
1297.485457 69.347 -154.5955
1297.851668 69.350 -154.5871
1298.217879 69.353 -154.5786
1298.584090 69.356 -154.5702
1298.950301 69.359 -154.5618
1299.316512 69.363 -154.5533
1299.682723 69.366 -154.5449
1300.048934 69.369 -154.5364
1300.415145 69.372 -154.5280
1300.781356 69.375 -154.5196
1301.147567 69.378 -154.5112
1301.513778 69.381 -154.5027
1301.879989 69.384 -154.4943
1302.246200 69.387 -154.4860
1302.612411 69.390 -154.4775
1302.978622 69.393 -154.4691
1303.344833 69.396 -154.4608
1303.711044 69.399 -154.4523
1304.077255 69.402 -154.4440
1304.443466 69.406 -154.4355
1304.809677 69.409 -154.4272
1305.175888 69.412 -154.4188
1305.542099 69.415 -154.4105
1305.908310 69.418 -154.4021
1306.274521 69.421 -154.3937
1306.640732 69.424 -154.3853
1307.006943 69.427 -154.3770
1307.373154 69.430 -154.3687
1307.739365 69.433 -154.3603
1308.105575 69.436 -154.3519
1308.471786 69.439 -154.3436
1308.837997 69.442 -154.3353
1309.204208 69.445 -154.3269
1309.570419 69.448 -154.3185
1309.936630 69.451 -154.3102
1310.302841 69.455 -154.3019
1310.669052 69.458 -154.2936
1311.035263 69.461 -154.2853
1311.401474 69.464 -154.2770
1311.767685 69.467 -154.2686
1312.133896 69.470 -154.2603
1312.500107 69.473 -154.2520
1312.866318 69.476 -154.2437
1313.232529 69.479 -154.2354
1313.598740 69.482 -154.2272
1313.964951 69.485 -154.2189
1314.331162 69.488 -154.2106
1314.697373 69.491 -154.2023
1315.063584 69.494 -154.1940
1315.429795 69.497 -154.1857
1315.796006 69.500 -154.1775
1316.162217 69.503 -154.1692
1316.528428 69.506 -154.1609
1316.894639 69.510 -154.1526
1317.260850 69.513 -154.1444
1317.627061 69.516 -154.1362
1317.993272 69.519 -154.1279
1318.359483 69.522 -154.1197
1318.725694 69.525 -154.1115
1319.091904 69.528 -154.1032
1319.458115 69.531 -154.0950
1319.824326 69.534 -154.0867
1320.190537 69.537 -154.0785
1320.556748 69.540 -154.0703
1320.922959 69.543 -154.0621
1321.289170 69.546 -154.0538
1321.655381 69.549 -154.0457
1322.021592 69.552 -154.0374
1322.387803 69.555 -154.0292
1322.754014 69.558 -154.0211
1323.120225 69.561 -154.0128
1323.486436 69.564 -154.0046
1323.852647 69.567 -153.9965
1324.218858 69.570 -153.9883
1324.585069 69.573 -153.9801
1324.951280 69.576 -153.9719
1325.317491 69.580 -153.9637
1325.683702 69.583 -153.9556
1326.049913 69.586 -153.9474
1326.416124 69.589 -153.9393
1326.782335 69.592 -153.9311
1327.148546 69.595 -153.9229
1327.514757 69.598 -153.9148
1327.880968 69.601 -153.9066
1328.247179 69.604 -153.8985
1328.613390 69.607 -153.8904
1328.979601 69.610 -153.8822
1329.345812 69.613 -153.8741
1329.712023 69.616 -153.8660
1330.078234 69.619 -153.8578
1330.444444 69.622 -153.8497
1330.810655 69.625 -153.8416
1331.176866 69.628 -153.8335
1331.543077 69.631 -153.8254
1331.909288 69.634 -153.8173
1332.275499 69.637 -153.8091
1332.641710 69.640 -153.8011
1333.007921 69.643 -153.7930
1333.374132 69.646 -153.7849
1333.740343 69.649 -153.7768
1334.106554 69.652 -153.7687
1334.472765 69.655 -153.7606
1334.838976 69.658 -153.7526
1335.205187 69.661 -153.7445
1335.571398 69.664 -153.7365
1335.937609 69.667 -153.7284
1336.303820 69.670 -153.7203
1336.670031 69.673 -153.7122
1337.036242 69.676 -153.7042
1337.402453 69.679 -153.6962
1337.768664 69.682 -153.6881
1338.134875 69.685 -153.6801
1338.501086 69.688 -153.6721
1338.867297 69.692 -153.6640
1339.233508 69.695 -153.6559
1339.599719 69.698 -153.6479
1339.965930 69.701 -153.6399
1340.332141 69.704 -153.6319
1340.698352 69.707 -153.6239
1341.064563 69.710 -153.6159
1341.430773 69.713 -153.6078
1341.796984 69.716 -153.5999
1342.163195 69.719 -153.5919
1342.529406 69.722 -153.5839
1342.895617 69.725 -153.5759
1343.261828 69.728 -153.5679
1343.628039 69.731 -153.5599
1343.994250 69.734 -153.5519
1344.360461 69.737 -153.5439
1344.726672 69.740 -153.5360
1345.092883 69.743 -153.5280
1345.459094 69.746 -153.5201
1345.825305 69.749 -153.5121
1346.191516 69.752 -153.5042
1346.557727 69.755 -153.4962
1346.923938 69.758 -153.4883
1347.290149 69.761 -153.4803
1347.656360 69.764 -153.4724
1348.022571 69.767 -153.4644
1348.388782 69.770 -153.4565
1348.754993 69.773 -153.4486
1349.121204 69.776 -153.4407
1349.487415 69.779 -153.4327
1349.853626 69.782 -153.4248
1350.219837 69.785 -153.4169
1350.586048 69.788 -153.4090
1350.952259 69.791 -153.4011
1351.318470 69.794 -153.3932
1351.684681 69.797 -153.3853
1352.050892 69.800 -153.3774
1352.417103 69.803 -153.3695
1352.783313 69.806 -153.3616
1353.149524 69.809 -153.3538
1353.515735 69.812 -153.3459
1353.881946 69.815 -153.3380
1354.248157 69.818 -153.3301
1354.614368 69.821 -153.3223
1354.980579 69.824 -153.3144
1355.346790 69.827 -153.3066
1355.713001 69.830 -153.2987
1356.079212 69.833 -153.2909
1356.445423 69.836 -153.2830
1356.811634 69.839 -153.2752
1357.177845 69.842 -153.2673
1357.544056 69.845 -153.2595
1357.910267 69.848 -153.2517
1358.276478 69.851 -153.2438
1358.642689 69.854 -153.2360
1359.008900 69.857 -153.2282
1359.375111 69.860 -153.2204
1359.741322 69.863 -153.2126
1360.107533 69.866 -153.2048
1360.473744 69.869 -153.1970
1360.839955 69.872 -153.1892
1361.206166 69.874 -153.1814
1361.572377 69.877 -153.1736
1361.938588 69.880 -153.1658
1362.304799 69.883 -153.1581
1362.671010 69.886 -153.1503
1363.037221 69.889 -153.1425
1363.403432 69.892 -153.1348
1363.769643 69.895 -153.1270
1364.135853 69.898 -153.1192
1364.502064 69.901 -153.1115
1364.868275 69.904 -153.1037
1365.234486 69.907 -153.0959
1365.600697 69.910 -153.0883
1365.966908 69.913 -153.0805
1366.333119 69.916 -153.0728
1366.699330 69.919 -153.0650
1367.065541 69.922 -153.0573
1367.431752 69.925 -153.0496
1367.797963 69.928 -153.0419
1368.164174 69.931 -153.0342
1368.530385 69.934 -153.0264
1368.896596 69.937 -153.0187
1369.262807 69.940 -153.0110
1369.629018 69.943 -153.0034
1369.995229 69.946 -152.9957
1370.361440 69.949 -152.9880
1370.727651 69.952 -152.9803
1371.093862 69.955 -152.9726
1371.460073 69.958 -152.9649
1371.826284 69.961 -152.9573
1372.192495 69.964 -152.9496
1372.558706 69.967 -152.9419
1372.924917 69.970 -152.9343
1373.291128 69.973 -152.9266
1373.657339 69.976 -152.9189
1374.023550 69.979 -152.9113
1374.389761 69.982 -152.9037
1374.755972 69.984 -152.8961
1375.122182 69.987 -152.8884
1375.488393 69.990 -152.8808
1375.854604 69.993 -152.8732
1376.220815 69.996 -152.8655
1376.587026 69.999 -152.8579
1376.953237 70.002 -152.8503
1377.319448 70.005 -152.8427
1377.685659 70.008 -152.8351
1378.051870 70.011 -152.8275
1378.418081 70.014 -152.8199
1378.784292 70.017 -152.8123
1379.150503 70.020 -152.8047
1379.516714 70.023 -152.7971
1379.882925 70.026 -152.7896
1380.249136 70.029 -152.7820
1380.615347 70.032 -152.7744
1380.981558 70.035 -152.7668
1381.347769 70.038 -152.7593
1381.713980 70.041 -152.7518
1382.080191 70.044 -152.7442
1382.446402 70.047 -152.7366
1382.812613 70.050 -152.7291
1383.178824 70.052 -152.7216
1383.545035 70.055 -152.7141
1383.911246 70.058 -152.7065
1384.277457 70.061 -152.6990
1384.643668 70.064 -152.6915
1385.009879 70.067 -152.6840
1385.376090 70.070 -152.6765
1385.742301 70.073 -152.6689
1386.108512 70.076 -152.6614
1386.474722 70.079 -152.6539
1386.840933 70.082 -152.6464
1387.207144 70.085 -152.6390
1387.573355 70.088 -152.6315
1387.939566 70.091 -152.6240
1388.305777 70.094 -152.6165
1388.671988 70.097 -152.6090
1389.038199 70.100 -152.6016
1389.404410 70.103 -152.5941
1389.770621 70.105 -152.5867
1390.136832 70.108 -152.5792
1390.503043 70.111 -152.5718
1390.869254 70.114 -152.5643
1391.235465 70.117 -152.5569
1391.601676 70.120 -152.5494
1391.967887 70.123 -152.5420
1392.334098 70.126 -152.5346
1392.700309 70.129 -152.5272
1393.066520 70.132 -152.5197
1393.432731 70.135 -152.5123
1393.798942 70.138 -152.5049
1394.165153 70.141 -152.4975
1394.531364 70.144 -152.4901
1394.897575 70.147 -152.4827
1395.263786 70.150 -152.4753
1395.629997 70.152 -152.4680
1395.996208 70.155 -152.4606
1396.362419 70.158 -152.4532
1396.728630 70.161 -152.4459
1397.094841 70.164 -152.4385
1397.461051 70.167 -152.4311
1397.827262 70.170 -152.4238
1398.193473 70.173 -152.4164
1398.559684 70.176 -152.4091
1398.925895 70.179 -152.4017
1399.292106 70.182 -152.3943
1399.658317 70.185 -152.3870
1400.024528 70.188 -152.3797
1400.390739 70.191 -152.3724
1400.756950 70.194 -152.3651
1401.123161 70.196 -152.3577
1401.489372 70.199 -152.3505
1401.855583 70.202 -152.3431
1402.221794 70.205 -152.3358
1402.588005 70.208 -152.3286
1402.954216 70.211 -152.3212
1403.320427 70.214 -152.3140
1403.686638 70.217 -152.3067
1404.052849 70.220 -152.2994
1404.419060 70.223 -152.2921
1404.785271 70.226 -152.2849
1405.151482 70.229 -152.2776
1405.517693 70.232 -152.2703
1405.883904 70.234 -152.2631
1406.250115 70.237 -152.2559
1406.616326 70.240 -152.2486
1406.982537 70.243 -152.2414
1407.348748 70.246 -152.2341
1407.714959 70.249 -152.2269
1408.081170 70.252 -152.2197
1408.447381 70.255 -152.2125
1408.813591 70.258 -152.2053
1409.179802 70.261 -152.1981
1409.546013 70.264 -152.1909
1409.912224 70.267 -152.1837
1410.278435 70.269 -152.1765
1410.644646 70.272 -152.1693
1411.010857 70.275 -152.1620
1411.377068 70.278 -152.1549
1411.743279 70.281 -152.1477
1412.109490 70.284 -152.1406
1412.475701 70.287 -152.1334
1412.841912 70.290 -152.1262
1413.208123 70.293 -152.1191
1413.574334 70.296 -152.1119
1413.940545 70.299 -152.1047
1414.306756 70.302 -152.0976
1414.672967 70.304 -152.0905
1415.039178 70.307 -152.0834
1415.405389 70.310 -152.0762
1415.771600 70.313 -152.0691
1416.137811 70.316 -152.0620
1416.504022 70.319 -152.0549
1416.870233 70.322 -152.0477
1417.236444 70.325 -152.0406
1417.602655 70.328 -152.0336
1417.968866 70.331 -152.0265
1418.335077 70.334 -152.0193
1418.701288 70.336 -152.0123
1419.067499 70.339 -152.0052
1419.433710 70.342 -151.9982
1419.799920 70.345 -151.9911
1420.166131 70.348 -151.9840
1420.532342 70.351 -151.9769
1420.898553 70.354 -151.9699
1421.264764 70.357 -151.9629
1421.630975 70.360 -151.9558
1421.997186 70.363 -151.9487
1422.363397 70.366 -151.9418
1422.729608 70.368 -151.9347
1423.095819 70.371 -151.9277
1423.462030 70.374 -151.9207
1423.828241 70.377 -151.9137
1424.194452 70.380 -151.9066
1424.560663 70.383 -151.8997
1424.926874 70.386 -151.8926
1425.293085 70.389 -151.8856
1425.659296 70.392 -151.8787
1426.025507 70.395 -151.8717
1426.391718 70.397 -151.8647
1426.757929 70.400 -151.8577
1427.124140 70.403 -151.8507
1427.490351 70.406 -151.8438
1427.856562 70.409 -151.8368
1428.222773 70.412 -151.8298
1428.588984 70.415 -151.8229
1428.955195 70.418 -151.8160
1429.321406 70.421 -151.8091
1429.687617 70.424 -151.8021
1430.053828 70.426 -151.7952
1430.420039 70.429 -151.7883
1430.786250 70.432 -151.7814
1431.152460 70.435 -151.7744
1431.518671 70.438 -151.7675
1431.884882 70.441 -151.7606
1432.251093 70.444 -151.7537
1432.617304 70.447 -151.7468
1432.983515 70.450 -151.7399
1433.349726 70.453 -151.7330
1433.715937 70.455 -151.7262
1434.082148 70.458 -151.7193
1434.448359 70.461 -151.7124
1434.814570 70.464 -151.7056
1435.180781 70.467 -151.6987
1435.546992 70.470 -151.6919
1435.913203 70.473 -151.6851
1436.279414 70.476 -151.6782
1436.645625 70.479 -151.6713
1437.011836 70.481 -151.6645
1437.378047 70.484 -151.6577
1437.744258 70.487 -151.6509
1438.110469 70.490 -151.6440
1438.476680 70.493 -151.6372
1438.842891 70.496 -151.6304
1439.209102 70.499 -151.6237
1439.575313 70.502 -151.6168
1439.941524 70.505 -151.6100
1440.307735 70.508 -151.6033
1440.673946 70.510 -151.5964
1441.040157 70.513 -151.5897
1441.406368 70.516 -151.5829
1441.772579 70.519 -151.5762
1442.138790 70.522 -151.5694
1442.505000 70.525 -151.5626
1442.871211 70.528 -151.5559
1443.237422 70.531 -151.5491
1443.603633 70.534 -151.5424
1443.969844 70.536 -151.5356
1444.336055 70.539 -151.5289
1444.702266 70.542 -151.5222
1445.068477 70.545 -151.5155
1445.434688 70.548 -151.5088
1445.800899 70.551 -151.5021
1446.167110 70.554 -151.4954
1446.533321 70.557 -151.4886
1446.899532 70.560 -151.4819
1447.265743 70.562 -151.4753
1447.631954 70.565 -151.4686
1447.998165 70.568 -151.4619
1448.364376 70.571 -151.4553
1448.730587 70.574 -151.4486
1449.096798 70.577 -151.4419
1449.463009 70.580 -151.4353
1449.829220 70.583 -151.4286
1450.195431 70.586 -151.4220
1450.561642 70.588 -151.4153
1450.927853 70.591 -151.4087
1451.294064 70.594 -151.4021
1451.660275 70.597 -151.3954
1452.026486 70.600 -151.3888
1452.392697 70.603 -151.3822
1452.758908 70.606 -151.3756
1453.125119 70.609 -151.3690
1453.491329 70.611 -151.3624
1453.857540 70.614 -151.3558
1454.223751 70.617 -151.3492
1454.589962 70.620 -151.3427
1454.956173 70.623 -151.3361
1455.322384 70.626 -151.3295
1455.688595 70.629 -151.3229
1456.054806 70.632 -151.3163
1456.421017 70.635 -151.3098
1456.787228 70.637 -151.3032
1457.153439 70.640 -151.2966
1457.519650 70.643 -151.2902
1457.885861 70.646 -151.2836
1458.252072 70.649 -151.2771
1458.618283 70.652 -151.2705
1458.984494 70.655 -151.2640
1459.350705 70.658 -151.2575
1459.716916 70.661 -151.2510
1460.083127 70.663 -151.2445
1460.449338 70.666 -151.2380
1460.815549 70.669 -151.2314
1461.181760 70.672 -151.2250
1461.547971 70.675 -151.2185
1461.914182 70.678 -151.2120
1462.280393 70.681 -151.2056
1462.646604 70.684 -151.1991
1463.012815 70.686 -151.1926
1463.379026 70.689 -151.1862
1463.745237 70.692 -151.1797
1464.111448 70.695 -151.1733
1464.477659 70.698 -151.1669
1464.843869 70.701 -151.1604
1465.210080 70.704 -151.1539
1465.576291 70.707 -151.1476
1465.942502 70.710 -151.1411
1466.308713 70.712 -151.1347
1466.674924 70.715 -151.1283
